Advertising,Digital Marketing,Sales,Marketing Research,Agency Fees,Training and Development,Promotions and Sponsorships
80.00,112.00,189.00,77.00,32.00,21.00,449.00
91.00,155.00,258.00,103.00,64.00,33.00,1130.00
115.00,188.00,313.00,125.00,73.00,41.00,1119.00
180.00,195.00,346.00,130.00,74.00,42.00,945.00
169.00,186.00,329.00,123.00,72.00,40.00,932.00
18.00,37.00,62.00,25.00,19.00,7.00,769.00
15.00,31.00,51.00,20.00,16.00,5.00,814.00
17.00,34.00,57.00,23.00,17.00,6.00,809.00
23.00,34.00,56.00,23.00,16.00,6.00,787.00
21.00,31.00,51.00,20.00,15.00,5.00,814.00
7.00,105.00,180.00,75.00,98.00,68.00,522.00
3.00,90.00,155.00,65.00,87.00,58.00,513.00
0.00,87.00,150.00,63.00,87.00,57.00,506.00
0.00,87.00,150.00,63.00,87.00,57.00,521.00
-5.00,66.00,113.00,47.00,71.00,42.00,622.00
-8.00,61.00,105.00,44.00,69.00,39.00,617.00
-3.00,75.00,127.00,53.00,72.00,48.00,597.00
26.00,71.00,124.00,53.00,45.00,17.00,299.00
23.00,65.00,113.00,48.00,42.00,15.00,380.00
21.00,64.00,111.00,47.00,43.00,15.00,375.00
26.00,71.00,124.00,53.00,45.00,17.00,380.00
36.00,68.00,127.00,51.00,44.00,16.00,311.00
30.00,65.00,112.00,48.00,40.00,15.00,334.00
22.00,57.00,99.00,43.00,38.00,14.00,388.00
40.00,105.00,190.00,85.00,65.00,32.00,494.00
33.00,96.00,173.00,77.00,63.00,29.00,529.00
28.00,88.00,160.00,72.00,60.00,27.00,606.00
38.00,102.00,184.00,82.00,64.00,31.00,601.00
62.00,105.00,213.00,85.00,68.00,32.00,494.00
44.00,93.00,167.00,76.00,57.00,28.00,580.00
44.00,93.00,167.00,76.00,57.00,28.00,613.00
40.00,85.00,163.00,68.00,58.00,25.00,619.00
46.00,90.00,165.00,75.00,44.00,23.00,956.00
46.00,91.00,167.00,76.00,45.00,23.00,965.00
35.00,77.00,142.00,65.00,42.00,20.00,1053.00
73.00,92.00,190.00,78.00,47.00,24.00,965.00
42.00,65.00,109.00,44.00,23.00,12.00,844.00
36.00,59.00,99.00,40.00,23.00,11.00,881.00
47.00,73.00,123.00,50.00,26.00,14.00,898.00
70.00,72.00,129.00,49.00,25.00,13.00,809.00
61.00,64.00,115.00,44.00,23.00,12.00,886.00
76.00,78.00,141.00,54.00,27.00,15.00,885.00
110.00,125.00,228.00,89.00,51.00,27.00,481.00
138.00,159.00,271.00,114.00,55.00,35.00,555.00
46.00,70.00,118.00,48.00,24.00,13.00,851.00
30.00,51.00,85.00,34.00,21.00,9.00,863.00
17.00,130.00,223.00,93.00,113.00,84.00,692.00
62.00,117.00,204.00,87.00,55.00,28.00,472.00
71.00,130.00,227.00,97.00,59.00,32.00,575.00
58.00,114.00,199.00,85.00,56.00,28.00,555.00
34.00,62.00,110.00,48.00,28.00,15.00,623.00
35.00,63.00,112.00,49.00,28.00,16.00,611.00
36.00,65.00,115.00,50.00,29.00,16.00,587.00
27.00,48.00,81.00,33.00,21.00,9.00,813.00
40.00,48.00,86.00,33.00,21.00,9.00,813.00
44.00,53.00,88.00,36.00,20.00,10.00,838.00
63.00,100.00,178.00,78.00,37.00,25.00,593.00
106.00,144.00,243.00,99.00,38.00,27.00,766.00
20.00,63.00,110.00,47.00,43.00,15.00,420.00
33.00,68.00,117.00,50.00,41.00,16.00,397.00
58.00,90.00,160.00,60.00,51.00,19.00,-718.00
78.00,141.00,235.00,94.00,63.00,31.00,697.00
99.00,167.00,278.00,111.00,68.00,36.00,767.00
104.00,172.00,286.00,114.00,68.00,37.00,822.00
99.00,126.00,224.00,84.00,59.00,27.00,632.00
132.00,143.00,261.00,102.00,54.00,31.00,666.00
63.00,91.00,154.00,63.00,28.00,17.00,864.00
49.00,75.00,126.00,51.00,26.00,14.00,857.00
70.00,72.00,129.00,49.00,25.00,13.00,767.00
70.00,72.00,129.00,49.00,25.00,13.00,779.00
87.00,91.00,153.00,63.00,26.00,17.00,864.00
42.00,47.00,83.00,31.00,19.00,8.00,856.00
58.00,112.00,195.00,83.00,54.00,27.00,433.00
101.00,132.00,229.00,99.00,55.00,32.00,565.00
15.00,29.00,54.00,22.00,19.00,7.00,573.00
18.00,32.00,60.00,24.00,20.00,7.00,567.00
19.00,74.00,133.00,59.00,55.00,22.00,403.00
20.00,66.00,134.00,54.00,56.00,20.00,312.00
18.00,65.00,126.00,53.00,53.00,20.00,306.00
23.00,72.00,129.00,58.00,51.00,22.00,338.00
55.00,103.00,189.00,86.00,48.00,26.00,1081.00
71.00,94.00,185.00,80.00,46.00,24.00,1055.00
30.00,51.00,85.00,34.00,21.00,9.00,821.00
45.00,51.00,91.00,34.00,21.00,9.00,821.00
-27.00,28.00,132.00,104.00,55.00,33.00,685.00
-110.00,-13.00,116.00,122.00,61.00,39.00,2555.00
-120.00,-24.00,138.00,162.00,96.00,53.00,3421.00
-127.00,-27.00,146.00,173.00,100.00,57.00,3909.00
-217.00,-36.00,200.00,238.00,113.00,78.00,2797.00
362.00,392.00,681.00,295.00,121.00,97.00,1714.00
99.00,112.00,197.00,87.00,37.00,28.00,564.00
508.00,546.00,902.00,364.00,166.00,127.00,2617.00
70.00,73.00,131.00,50.00,26.00,14.00,589.00
-205.00,-59.00,66.00,125.00,146.00,113.00,1382.00
-236.00,-72.00,72.00,144.00,164.00,131.00,1979.00
-300.00,-56.00,74.00,125.00,146.00,113.00,3142.00
-300.00,-60.00,65.00,121.00,142.00,109.00,3385.00
-119.00,-32.00,182.00,214.00,87.00,66.00,1480.00
-156.00,-65.00,160.00,225.00,91.00,69.00,4742.00
-197.00,-46.00,196.00,244.00,90.00,75.00,2636.00
-226.00,-62.00,196.00,260.00,95.00,80.00,3076.00
184.00,178.00,298.00,123.00,42.00,34.00,947.00
133.00,178.00,301.00,123.00,45.00,34.00,941.00
153.00,152.00,254.00,104.00,38.00,29.00,952.00
188.00,172.00,309.00,118.00,45.00,33.00,930.00
349.00,325.00,601.00,239.00,90.00,66.00,1262.00
26.00,52.00,92.00,40.00,26.00,13.00,536.00
104.00,109.00,206.00,84.00,39.00,27.00,603.00
188.00,172.00,309.00,118.00,45.00,33.00,930.00
78.00,111.00,187.00,76.00,33.00,21.00,580.00
27.00,71.00,123.00,52.00,44.00,17.00,361.00
49.00,80.00,149.00,60.00,47.00,19.00,329.00
37.00,71.00,122.00,52.00,41.00,17.00,361.00
52.00,72.00,129.00,49.00,37.00,15.00,351.00
-2.00,50.00,145.00,95.00,52.00,30.00,608.00
-61.00,16.00,133.00,109.00,57.00,34.00,796.00
-83.00,3.00,124.00,113.00,59.00,36.00,2758.00
-141.00,-32.00,159.00,191.00,109.00,63.00,1564.00
26.00,169.00,290.00,121.00,143.00,110.00,712.00
39.00,169.00,309.00,121.00,143.00,110.00,712.00
39.00,168.00,308.00,121.00,142.00,109.00,912.00
211.00,324.00,567.00,243.00,113.00,80.00,1260.00
197.00,191.00,320.00,132.00,45.00,36.00,994.00
132.00,124.00,224.00,86.00,35.00,24.00,1003.00
249.00,367.00,678.00,311.00,118.00,96.00,1296.00
134.00,179.00,302.00,123.00,45.00,34.00,959.00
125.00,117.00,211.00,81.00,33.00,22.00,441.00
167.00,266.00,532.00,266.00,99.00,74.00,1797.00
157.00,251.00,501.00,250.00,94.00,70.00,1820.00
245.00,387.00,645.00,258.00,142.00,90.00,2067.00
312.00,474.00,790.00,316.00,162.00,110.00,2580.00
493.00,534.00,882.00,356.00,165.00,124.00,2476.00
92.00,239.00,541.00,302.00,147.00,114.00,1518.00
392.00,352.00,618.00,228.00,88.00,63.00,1402.00
565.00,464.00,719.00,211.00,83.00,59.00,933.00
29.00,56.00,100.00,44.00,27.00,14.00,618.00
29.00,55.00,98.00,43.00,26.00,14.00,613.00
29.00,56.00,99.00,43.00,27.00,14.00,597.00
74.00,115.00,205.00,90.00,41.00,29.00,572.00
71.00,112.00,200.00,88.00,41.00,29.00,561.00
49.00,60.00,113.00,46.00,27.00,15.00,608.00
41.00,56.00,98.00,43.00,24.00,14.00,602.00
110.00,115.00,218.00,90.00,41.00,29.00,572.00
105.00,112.00,213.00,88.00,41.00,29.00,561.00
21.00,39.00,66.00,27.00,18.00,7.00,859.00
44.00,48.00,90.00,32.00,21.00,8.00,821.00
30.00,42.00,70.00,29.00,19.00,8.00,835.00
26.00,36.00,59.00,24.00,16.00,6.00,856.00
22.00,34.00,56.00,23.00,17.00,6.00,868.00
22.00,33.00,55.00,22.00,16.00,6.00,865.00
42.00,49.00,87.00,33.00,21.00,9.00,870.00
17.00,34.00,56.00,22.00,17.00,6.00,452.00
15.00,32.00,53.00,21.00,17.00,5.00,449.00
10.00,26.00,44.00,18.00,16.00,5.00,478.00
9.00,26.00,44.00,18.00,17.00,5.00,486.00
10.00,25.00,41.00,16.00,15.00,4.00,484.00
29.00,48.00,80.00,32.00,19.00,8.00,482.00
18.00,29.00,49.00,20.00,15.00,5.00,464.00
14.00,26.00,44.00,18.00,15.00,5.00,478.00
12.00,26.00,44.00,18.00,16.00,5.00,486.00
99.00,167.00,278.00,111.00,68.00,36.00,767.00
62.00,119.00,197.00,78.00,57.00,25.00,798.00
137.00,167.00,276.00,111.00,63.00,36.00,767.00
107.00,133.00,236.00,88.00,61.00,29.00,817.00
13.00,66.00,120.00,54.00,53.00,20.00,312.00
11.00,65.00,118.00,53.00,54.00,20.00,306.00
17.00,72.00,130.00,58.00,55.00,22.00,338.00
19.00,74.00,133.00,59.00,55.00,22.00,377.00
13.00,67.00,121.00,54.00,54.00,20.00,391.00
20.00,66.00,134.00,54.00,56.00,20.00,312.00
19.00,66.00,128.00,54.00,53.00,20.00,301.00
22.00,70.00,135.00,57.00,55.00,21.00,313.00
28.00,77.00,139.00,63.00,53.00,23.00,397.00
17.00,129.00,221.00,92.00,112.00,83.00,599.00
25.00,132.00,242.00,95.00,115.00,86.00,532.00
24.00,132.00,242.00,95.00,116.00,86.00,554.00
35.00,154.00,262.00,110.00,120.00,100.00,665.00
25.00,134.00,245.00,96.00,117.00,87.00,683.00
98.00,155.00,267.00,112.00,57.00,34.00,-120.00
101.00,159.00,273.00,114.00,58.00,35.00,-387.00
105.00,164.00,282.00,118.00,59.00,36.00,-660.00
102.00,161.00,277.00,116.00,59.00,35.00,-1278.00
89.00,143.00,245.00,102.00,54.00,31.00,-2003.00
121.00,186.00,320.00,134.00,65.00,41.00,-2248.00
139.00,159.00,271.00,114.00,54.00,35.00,-387.00
141.00,161.00,275.00,116.00,55.00,35.00,-1278.00
122.00,134.00,245.00,96.00,52.00,29.00,-1555.00
180.00,186.00,341.00,134.00,65.00,41.00,-2248.00
16.00,70.00,127.00,57.00,54.00,21.00,313.00
18.00,74.00,133.00,59.00,56.00,22.00,403.00
33.00,80.00,155.00,65.00,58.00,24.00,403.00
15.00,128.00,220.00,92.00,113.00,83.00,541.00
48.00,184.00,314.00,133.00,139.00,120.00,705.00
63.00,121.00,212.00,91.00,58.00,30.00,533.00
71.00,130.00,227.00,97.00,59.00,32.00,575.00
91.00,116.00,215.00,86.00,55.00,28.00,547.00
76.00,103.00,192.00,77.00,52.00,25.00,557.00
70.00,123.00,226.00,103.00,53.00,31.00,1073.00
45.00,89.00,164.00,75.00,44.00,23.00,1063.00
79.00,99.00,194.00,83.00,46.00,25.00,1063.00
36.00,65.00,115.00,50.00,29.00,16.00,587.00
47.00,58.00,110.00,45.00,26.00,14.00,605.00
16.00,30.00,55.00,22.00,19.00,7.00,570.00
29.00,65.00,104.00,39.00,36.00,12.00,380.00
53.00,94.00,151.00,57.00,41.00,17.00,349.00
48.00,88.00,141.00,53.00,40.00,16.00,321.00
30.00,66.00,107.00,41.00,36.00,12.00,320.00
93.00,105.00,178.00,62.00,42.00,19.00,346.00
45.00,66.00,114.00,41.00,36.00,12.00,320.00
58.00,85.00,144.00,59.00,27.00,16.00,842.00
64.00,68.00,123.00,47.00,25.00,13.00,772.00
41.00,81.00,137.00,56.00,40.00,17.00,382.00
27.00,65.00,110.00,45.00,38.00,14.00,410.00
24.00,59.00,99.00,40.00,35.00,12.00,443.00
21.00,54.00,90.00,36.00,33.00,11.00,462.00
20.00,54.00,90.00,36.00,34.00,11.00,458.00
31.00,67.00,113.00,46.00,36.00,14.00,454.00
1.00,87.00,150.00,63.00,86.00,57.00,506.00
-3.00,76.00,131.00,55.00,79.00,49.00,627.00
4.00,90.00,165.00,65.00,87.00,58.00,513.00
-41.00,16.00,125.00,109.00,57.00,34.00,796.00
-174.00,-26.00,130.00,148.00,91.00,48.00,1071.00
-196.00,-32.00,162.00,195.00,102.00,64.00,1952.00
-196.00,-31.00,167.00,200.00,103.00,66.00,2393.00
171.00,157.00,282.00,108.00,42.00,30.00,971.00
135.00,136.00,228.00,94.00,35.00,26.00,562.00
148.00,239.00,478.00,239.00,91.00,66.00,1464.00
185.00,281.00,520.00,239.00,96.00,74.00,1246.00
39.00,52.00,98.00,40.00,26.00,13.00,536.00
91.00,126.00,213.00,87.00,35.00,24.00,756.00
47.00,79.00,147.00,59.00,47.00,19.00,411.00
31.00,68.00,114.00,46.00,37.00,14.00,424.00
33.00,81.00,135.00,54.00,48.00,17.00,-321.00
33.00,80.00,140.00,60.00,47.00,19.00,329.00
32.00,77.00,134.00,57.00,45.00,18.00,323.00
28.00,64.00,107.00,43.00,36.00,13.00,419.00
42.00,64.00,114.00,43.00,36.00,13.00,419.00
-6.00,63.00,107.00,44.00,69.00,40.00,496.00
129.00,153.00,326.00,153.00,66.00,42.00,1319.00
8.00,60.00,109.00,49.00,52.00,18.00,414.00
25.00,72.00,145.00,58.00,59.00,22.00,338.00
24.00,69.00,132.00,55.00,53.00,20.00,410.00
29.00,48.00,80.00,32.00,19.00,8.00,456.00
14.00,30.00,50.00,20.00,16.00,5.00,482.00
16.00,32.00,53.00,21.00,16.00,5.00,480.00
29.00,48.00,80.00,32.00,19.00,8.00,482.00
25.00,44.00,73.00,29.00,19.00,8.00,490.00
24.00,32.00,56.00,21.00,16.00,5.00,480.00
22.00,34.00,56.00,23.00,17.00,6.00,868.00
30.00,39.00,70.00,27.00,19.00,7.00,859.00
108.00,134.00,237.00,88.00,61.00,29.00,653.00
97.00,155.00,267.00,112.00,58.00,34.00,502.00
105.00,164.00,282.00,118.00,59.00,36.00,636.00
166.00,253.00,467.00,214.00,87.00,66.00,923.00
345.00,367.00,672.00,311.00,109.00,96.00,1296.00
93.00,100.00,190.00,78.00,37.00,25.00,593.00
46.00,77.00,143.00,57.00,46.00,18.00,323.00
137.00,167.00,276.00,111.00,63.00,36.00,767.00
17.00,132.00,227.00,95.00,115.00,86.00,532.00
35.00,184.00,317.00,133.00,149.00,120.00,705.00
48.00,184.00,314.00,133.00,139.00,120.00,705.00
54.00,108.00,188.00,80.00,54.00,26.00,415.00
86.00,114.00,212.00,85.00,56.00,28.00,555.00
35.00,62.00,110.00,48.00,27.00,15.00,599.00
35.00,62.00,110.00,48.00,27.00,15.00,593.00
65.00,92.00,168.00,78.00,42.00,24.00,995.00
44.00,68.00,114.00,46.00,24.00,12.00,880.00
408.00,407.00,759.00,271.00,152.00,94.00,2101.00
44.00,81.00,134.00,54.00,46.00,17.00,641.00
41.00,79.00,130.00,52.00,46.00,17.00,668.00
100.00,137.00,232.00,95.00,37.00,26.00,809.00
184.00,178.00,298.00,123.00,42.00,34.00,947.00
156.00,249.00,498.00,249.00,93.00,69.00,1775.00
233.00,251.00,534.00,250.00,94.00,70.00,1820.00
-88.00,-25.00,102.00,127.00,63.00,40.00,2947.00
235.00,374.00,623.00,249.00,139.00,87.00,2580.00
-117.00,-24.00,130.00,154.00,93.00,50.00,3654.00
-221.00,-32.00,205.00,224.00,117.00,73.00,4216.00
26.00,169.00,290.00,121.00,143.00,110.00,910.00
69.00,239.00,408.00,173.00,176.00,156.00,927.00
39.00,169.00,309.00,121.00,143.00,110.00,910.00
202.00,311.00,545.00,234.00,109.00,77.00,1282.00
316.00,312.00,611.00,234.00,114.00,77.00,1310.00
276.00,281.00,554.00,239.00,95.00,74.00,1246.00
43.00,74.00,132.00,58.00,31.00,19.00,548.00
142.00,132.00,238.00,91.00,36.00,25.00,777.00
166.00,163.00,274.00,113.00,40.00,31.00,897.00
84.00,117.00,198.00,81.00,33.00,22.00,441.00
191.00,212.00,451.00,211.00,83.00,59.00,1778.00
68.00,126.00,210.00,84.00,58.00,27.00,651.00
144.00,172.00,283.00,114.00,63.00,37.00,810.00
95.00,123.00,218.00,82.00,59.00,27.00,788.00
81.00,134.00,230.00,96.00,53.00,29.00,666.00
145.00,164.00,279.00,118.00,55.00,36.00,636.00
58.00,85.00,144.00,59.00,27.00,16.00,870.00
23.00,80.00,145.00,65.00,57.00,24.00,403.00
44.00,89.00,164.00,75.00,45.00,23.00,1063.00
28.00,48.00,80.00,32.00,20.00,8.00,821.00
61.00,68.00,113.00,46.00,22.00,12.00,880.00
174.00,265.00,490.00,225.00,91.00,69.00,1272.00
68.00,107.00,190.00,83.00,39.00,27.00,584.00
45.00,56.00,106.00,43.00,26.00,14.00,531.00
54.00,80.00,134.00,54.00,26.00,15.00,456.00
80.00,112.00,189.00,77.00,32.00,21.00,449.00
84.00,117.00,198.00,81.00,33.00,22.00,460.00
86.00,114.00,201.00,75.00,56.00,24.00,378.00
71.00,102.00,181.00,68.00,54.00,22.00,9.00
121.00,195.00,325.00,130.00,74.00,42.00,945.00
98.00,165.00,275.00,110.00,67.00,36.00,1020.00
179.00,186.00,347.00,124.00,75.00,40.00,961.00
159.00,176.00,311.00,116.00,69.00,38.00,962.00
109.00,140.00,230.00,92.00,57.00,30.00,1102.00
156.00,174.00,308.00,115.00,69.00,37.00,1166.00
12.00,28.00,47.00,19.00,16.00,5.00,811.00
18.00,36.00,60.00,24.00,18.00,6.00,806.00
28.00,49.00,82.00,33.00,21.00,9.00,818.00
31.00,39.00,70.00,27.00,18.00,7.00,772.00
27.00,37.00,66.00,25.00,19.00,7.00,775.00
25.00,34.00,61.00,23.00,17.00,6.00,809.00
42.00,49.00,87.00,33.00,21.00,9.00,818.00
2.00,87.00,149.00,62.00,85.00,56.00,612.00
1.00,84.00,153.00,60.00,83.00,54.00,606.00
21.00,65.00,114.00,49.00,44.00,16.00,392.00
43.00,75.00,139.00,55.00,46.00,18.00,305.00
26.00,62.00,107.00,46.00,40.00,15.00,367.00
34.00,65.00,120.00,48.00,42.00,15.00,380.00
34.00,98.00,178.00,80.00,64.00,30.00,494.00
32.00,93.00,169.00,76.00,61.00,28.00,613.00
24.00,83.00,150.00,67.00,59.00,25.00,599.00
34.00,98.00,177.00,79.00,64.00,30.00,593.00
58.00,104.00,201.00,85.00,65.00,32.00,476.00
39.00,88.00,159.00,72.00,56.00,27.00,606.00
33.00,72.00,132.00,60.00,39.00,18.00,1070.00
24.00,60.00,110.00,50.00,36.00,15.00,1064.00
50.00,77.00,141.00,65.00,38.00,20.00,1042.00
46.00,72.00,131.00,60.00,36.00,18.00,1070.00
56.00,81.00,160.00,69.00,43.00,21.00,1060.00
47.00,72.00,121.00,49.00,25.00,13.00,809.00
33.00,55.00,92.00,37.00,22.00,10.00,876.00
51.00,78.00,132.00,54.00,27.00,15.00,885.00
73.00,73.00,138.00,50.00,27.00,14.00,821.00
64.00,68.00,123.00,47.00,25.00,13.00,821.00
44.00,52.00,86.00,35.00,19.00,9.00,894.00
39.00,49.00,82.00,34.00,20.00,9.00,890.00
70.00,73.00,131.00,50.00,26.00,14.00,898.00
134.00,179.00,302.00,123.00,45.00,34.00,928.00
133.00,179.00,302.00,123.00,46.00,34.00,915.00
128.00,172.00,290.00,118.00,44.00,33.00,930.00
142.00,132.00,238.00,91.00,36.00,25.00,777.00
199.00,179.00,322.00,123.00,45.00,34.00,928.00
68.00,107.00,190.00,83.00,39.00,27.00,623.00
69.00,109.00,193.00,84.00,40.00,27.00,603.00
63.00,100.00,178.00,78.00,37.00,25.00,593.00
68.00,107.00,190.00,83.00,39.00,27.00,574.00
71.00,112.00,199.00,87.00,41.00,28.00,564.00
42.00,74.00,132.00,58.00,32.00,19.00,548.00
27.00,52.00,92.00,40.00,25.00,13.00,536.00
29.00,56.00,99.00,43.00,27.00,14.00,531.00
102.00,109.00,206.00,84.00,40.00,27.00,603.00
93.00,100.00,190.00,78.00,37.00,25.00,593.00
94.00,107.00,188.00,83.00,36.00,27.00,574.00
54.00,68.00,119.00,52.00,27.00,17.00,554.00
43.00,56.00,106.00,43.00,27.00,14.00,531.00
101.00,139.00,234.00,95.00,38.00,26.00,821.00
139.00,185.00,312.00,127.00,46.00,35.00,1007.00
106.00,145.00,245.00,100.00,39.00,28.00,981.00
84.00,117.00,198.00,81.00,33.00,22.00,984.00
30.00,56.00,100.00,44.00,26.00,14.00,618.00
47.00,79.00,140.00,61.00,32.00,20.00,579.00
45.00,56.00,107.00,44.00,26.00,14.00,618.00
41.00,56.00,98.00,43.00,24.00,14.00,602.00
40.00,56.00,98.00,43.00,25.00,14.00,597.00
37.00,53.00,93.00,41.00,24.00,13.00,592.00
110.00,115.00,218.00,90.00,41.00,29.00,572.00
104.00,112.00,213.00,88.00,42.00,29.00,561.00
80.00,112.00,189.00,77.00,32.00,21.00,449.00
53.00,79.00,133.00,54.00,26.00,15.00,601.00
121.00,124.00,208.00,86.00,33.00,24.00,499.00
117.00,111.00,199.00,76.00,32.00,21.00,580.00
79.00,79.00,142.00,54.00,26.00,15.00,601.00
54.00,108.00,180.00,72.00,54.00,23.00,541.00
47.00,101.00,168.00,67.00,54.00,22.00,677.00
88.00,114.00,201.00,75.00,55.00,24.00,549.00
80.00,108.00,192.00,72.00,54.00,23.00,541.00
46.00,81.00,134.00,54.00,45.00,17.00,641.00
58.00,90.00,160.00,60.00,51.00,19.00,656.00
83.00,110.00,194.00,72.00,54.00,23.00,650.00
86.00,114.00,201.00,75.00,56.00,24.00,659.00
99.00,171.00,341.00,170.00,72.00,47.00,1091.00
99.00,170.00,340.00,170.00,71.00,47.00,1073.00
83.00,149.00,298.00,149.00,66.00,41.00,1156.00
87.00,155.00,310.00,155.00,68.00,43.00,1280.00
107.00,182.00,363.00,181.00,75.00,50.00,1283.00
147.00,170.00,362.00,170.00,71.00,47.00,1073.00
140.00,163.00,346.00,162.00,69.00,45.00,1059.00
159.00,182.00,387.00,181.00,75.00,50.00,1283.00
129.00,153.00,326.00,153.00,66.00,42.00,1319.00
-3.00,75.00,129.00,54.00,78.00,49.00,427.00
-4.00,73.00,125.00,52.00,77.00,47.00,421.00
-10.00,56.00,95.00,39.00,66.00,36.00,517.00
-10.00,52.00,89.00,37.00,62.00,33.00,513.00
-2.00,74.00,126.00,52.00,76.00,47.00,509.00
-6.00,65.00,112.00,47.00,71.00,42.00,521.00
-4.00,75.00,137.00,54.00,78.00,49.00,427.00
-4.00,75.00,127.00,53.00,73.00,48.00,458.00
-3.00,74.00,134.00,52.00,76.00,47.00,509.00
-6.00,73.00,133.00,52.00,77.00,47.00,509.00
33.00,80.00,140.00,60.00,47.00,19.00,336.00
26.00,71.00,123.00,52.00,45.00,17.00,405.00
51.00,80.00,157.00,60.00,49.00,19.00,336.00
46.00,77.00,143.00,57.00,46.00,18.00,323.00
39.00,71.00,131.00,52.00,45.00,17.00,405.00
47.00,79.00,147.00,59.00,47.00,19.00,411.00
43.00,73.00,135.00,54.00,44.00,17.00,424.00
16.00,71.00,129.00,58.00,55.00,22.00,325.00
12.00,64.00,115.00,51.00,52.00,19.00,419.00
7.00,57.00,102.00,45.00,50.00,17.00,409.00
27.00,73.00,141.00,59.00,55.00,22.00,331.00
24.00,71.00,137.00,58.00,55.00,22.00,325.00
15.00,64.00,114.00,51.00,49.00,19.00,396.00
27.00,64.00,117.00,53.00,37.00,16.00,1028.00
16.00,50.00,91.00,41.00,34.00,12.00,1046.00
50.00,74.00,145.00,62.00,40.00,19.00,958.00
47.00,73.00,144.00,62.00,41.00,19.00,952.00
40.00,64.00,126.00,54.00,37.00,16.00,1037.00
39.00,63.00,124.00,53.00,37.00,16.00,1054.00
-4.00,75.00,129.00,54.00,79.00,49.00,427.00
-3.00,73.00,125.00,52.00,76.00,47.00,433.00
-10.00,56.00,95.00,39.00,66.00,36.00,517.00
-5.00,71.00,122.00,51.00,76.00,46.00,503.00
-4.00,73.00,133.00,52.00,76.00,47.00,421.00
-3.00,75.00,127.00,53.00,72.00,48.00,458.00
-15.00,52.00,88.00,37.00,59.00,33.00,513.00
-6.00,73.00,133.00,52.00,77.00,47.00,509.00
8.00,68.00,116.00,48.00,60.00,15.00,422.00
4.00,65.00,112.00,47.00,61.00,15.00,456.00
0.00,55.00,94.00,39.00,55.00,12.00,478.00
8.00,67.00,114.00,47.00,59.00,15.00,474.00
21.00,84.00,144.00,60.00,63.00,19.00,463.00
14.00,75.00,128.00,53.00,61.00,17.00,470.00
36.00,87.00,159.00,62.00,63.00,20.00,385.00
11.00,68.00,115.00,48.00,56.00,15.00,422.00
11.00,67.00,113.00,47.00,55.00,15.00,474.00
42.00,83.00,140.00,57.00,41.00,18.00,364.00
38.00,76.00,128.00,52.00,38.00,16.00,357.00
25.00,61.00,103.00,42.00,36.00,13.00,384.00
28.00,64.00,107.00,43.00,36.00,13.00,424.00
29.00,64.00,107.00,43.00,35.00,13.00,419.00
65.00,83.00,157.00,57.00,43.00,18.00,364.00
56.00,76.00,136.00,52.00,38.00,16.00,357.00
50.00,72.00,129.00,49.00,38.00,15.00,351.00
35.00,61.00,102.00,42.00,33.00,13.00,384.00
43.00,64.00,114.00,43.00,35.00,13.00,419.00
98.00,155.00,267.00,112.00,57.00,34.00,502.00
101.00,159.00,273.00,114.00,58.00,35.00,555.00
76.00,127.00,218.00,91.00,51.00,28.00,656.00
89.00,143.00,245.00,102.00,54.00,31.00,666.00
105.00,120.00,220.00,86.00,49.00,26.00,490.00
110.00,125.00,228.00,89.00,51.00,27.00,481.00
145.00,155.00,285.00,112.00,57.00,34.00,502.00
120.00,134.00,245.00,96.00,53.00,29.00,666.00
132.00,143.00,261.00,102.00,54.00,31.00,666.00
32.00,77.00,134.00,57.00,45.00,18.00,323.00
28.00,74.00,129.00,55.00,46.00,18.00,336.00
27.00,71.00,123.00,52.00,44.00,17.00,405.00
42.00,74.00,137.00,55.00,46.00,18.00,336.00
37.00,71.00,122.00,52.00,41.00,17.00,361.00
26.00,62.00,107.00,46.00,40.00,15.00,415.00
99.00,171.00,341.00,170.00,72.00,47.00,1091.00
99.00,170.00,340.00,170.00,71.00,47.00,1073.00
94.00,163.00,325.00,162.00,69.00,45.00,1059.00
87.00,153.00,306.00,153.00,66.00,42.00,1319.00
154.00,171.00,382.00,170.00,76.00,47.00,1091.00
138.00,163.00,346.00,162.00,70.00,45.00,1091.00
129.00,155.00,330.00,155.00,68.00,43.00,1280.00
160.00,182.00,387.00,181.00,74.00,50.00,1283.00
129.00,153.00,326.00,153.00,66.00,42.00,1319.00
33.00,54.00,90.00,36.00,21.00,10.00,777.00
28.00,48.00,81.00,33.00,20.00,9.00,772.00
31.00,52.00,87.00,35.00,21.00,9.00,777.00
22.00,41.00,69.00,28.00,19.00,7.00,816.00
19.00,37.00,62.00,25.00,18.00,7.00,826.00
17.00,36.00,61.00,25.00,19.00,7.00,820.00
46.00,52.00,93.00,35.00,21.00,9.00,777.00
26.00,37.00,61.00,25.00,17.00,7.00,826.00
25.00,36.00,65.00,25.00,19.00,7.00,820.00
29.00,55.00,98.00,43.00,26.00,14.00,613.00
32.00,60.00,106.00,46.00,28.00,15.00,608.00
30.00,56.00,99.00,43.00,26.00,14.00,602.00
47.00,79.00,140.00,61.00,32.00,20.00,579.00
73.00,115.00,205.00,90.00,42.00,29.00,572.00
70.00,112.00,200.00,88.00,42.00,29.00,561.00
